case_id,district,project_category,land_category,area_acres,owner_count,circle_rate_lakh_acre,awarded_compensation_cr,is_anomaly,anomaly_type
CMP-1963,Sonnagar,Water,residential,10.13,8,29.48,6.971,0,NORMAL
CMP-1964,Gautam Buddha Nagar,Water,commercial,42.67,7,114.6,76.997,1,UNDER_VALUED
CMP-1965,Palghar,Railways,commercial,42.88,5,30.9,43.265,0,NORMAL
CMP-1966,Gautam Buddha Nagar,Railways,residential,33.43,5,71.24,67.0,0,NORMAL
CMP-1967,Hooghly,Aviation,residential,32.8,3,59.31,52.484,0,NORMAL
CMP-1968,Panna,Industrial,residential,24.98,5,25.23,14.991,0,NORMAL
CMP-1969,Gautam Buddha Nagar,Railways,agricultural,13.04,3,89.45,27.547,0,NORMAL
CMP-1970,Gautam Buddha Nagar,Highways,commercial,37.25,3,83.59,105.779,0,NORMAL
CMP-1971,Thane,Water,agricultural,10.14,8,95.83,18.652,0,NORMAL
CMP-1972,Dankuni,Railways,commercial,33.62,4,42.56,53.387,0,NORMAL
CMP-1973,Panna,Railways,agricultural,27.77,4,26.58,14.538,0,NORMAL
CMP-1974,Gautam Buddha Nagar,Water,agricultural,7.53,5,98.9,11.769,0,NORMAL
CMP-1975,Panna,Highways,agricultural,36.84,5,14.42,11.197,0,NORMAL
CMP-1976,Raigad,Water,residential,1.74,2,63.18,3.096,0,NORMAL
CMP-1977,Palghar,Highways,commercial,33.28,3,42.21,54.136,0,NORMAL
CMP-1978,Gautam Buddha Nagar,Energy,residential,5.88,2,96.03,13.939,0,NORMAL
CMP-1979,Valsad,Industrial,commercial,17.85,6,39.54,27.087,0,NORMAL
CMP-1980,Hooghly,Water,agricultural,37.99,6,36.99,34.462,0,NORMAL
CMP-1981,Gautam Buddha Nagar,Aviation,commercial,13.33,8,115.73,64.704,0,NORMAL
CMP-1982,Thane,Energy,agricultural,17.78,8,85.48,28.067,0,NORMAL
CMP-1983,Hooghly,Highways,agricultural,41.15,3,46.84,36.2,0,NORMAL
CMP-1984,Raigad,Railways,commercial,15.9,2,36.3,10.579,1,UNDER_VALUED
CMP-1985,Raigad,Aviation,commercial,33.68,5,36.37,47.05,0,NORMAL
CMP-1986,Dankuni,Water,residential,17.31,2,45.27,19.296,0,NORMAL
CMP-1987,Ahmedabad,Water,residential,19.57,2,82.57,47.445,0,NORMAL
CMP-1988,Valsad,Industrial,commercial,20.55,8,27.73,20.058,0,NORMAL
CMP-1989,Panna,Water,agricultural,16.57,4,21.61,7.013,0,NORMAL
CMP-1990,Palghar,Water,agricultural,30.57,7,45.69,30.364,0,NORMAL
CMP-1991,Thane,Water,residential,38.7,5,106.2,83.608,0,NORMAL
CMP-1992,Raigad,Highways,commercial,29.28,5,53.47,51.742,0,NORMAL
CMP-1993,Dankuni,Energy,agricultural,20.1,6,38.56,13.769,0,NORMAL
CMP-1994,Gautam Buddha Nagar,Aviation,commercial,7.85,5,61.72,18.963,0,NORMAL
CMP-1995,Hooghly,Energy,residential,7.59,5,44.62,7.54,0,NORMAL
CMP-1996,Thane,Water,agricultural,30.94,7,127.23,69.476,0,NORMAL
CMP-1997,Raigad,Water,commercial,28.08,3,39.69,41.848,0,NORMAL
CMP-1998,Navsari,Energy,commercial,19.33,4,41.03,25.532,0,NORMAL
CMP-1999,Valsad,Aviation,commercial,32.68,2,38.74,44.005,0,NORMAL
CMP-2000,Thane,Highways,residential,4.46,5,125.69,16.318,0,NORMAL
CMP-2001,Hooghly,Highways,agricultural,10.74,6,56.39,13.92,0,NORMAL
CMP-2002,Palghar,Water,residential,6.36,8,49.38,7.647,0,NORMAL
CMP-2003,Surat,Industrial,residential,30.6,7,47.86,35.059,0,NORMAL
CMP-2004,Sonnagar,Aviation,residential,18.97,5,21.11,9.013,0,NORMAL
CMP-2005,Raigad,Industrial,commercial,3.52,4,30.63,4.238,0,NORMAL
CMP-2006,Navsari,Energy,residential,41.16,7,50.67,51.2,0,NORMAL
CMP-2007,Hooghly,Energy,residential,25.78,2,55.69,32.233,0,NORMAL
CMP-2008,Thane,Industrial,commercial,9.23,7,115.22,12.622,1,UNDER_VALUED
CMP-2009,Palghar,Energy,residential,40.5,5,28.81,30.243,0,NORMAL
CMP-2010,Thane,Railways,commercial,33.31,7,101.81,122.357,0,NORMAL
CMP-2011,Ahmedabad,Highways,commercial,15.69,6,59.28,36.722,0,NORMAL
CMP-2012,Thane,Highways,commercial,22.08,6,116.83,81.72,0,NORMAL
CMP-2013,Ahmedabad,Water,commercial,38.68,3,74.38,197.602,1,OVER_VALUED
CMP-2014,Ahmedabad,Aviation,agricultural,18.21,2,72.29,26.147,0,NORMAL
CMP-2015,Surat,Industrial,agricultural,11.27,4,55.55,11.598,0,NORMAL
CMP-2016,Valsad,Aviation,commercial,19.58,3,44.71,25.633,0,NORMAL
CMP-2017,Thane,Highways,commercial,7.25,2,77.55,20.338,0,NORMAL
CMP-2018,Hooghly,Railways,commercial,43.66,8,33.81,51.743,0,NORMAL
CMP-2019,Valsad,Water,residential,2.5,6,30.04,2.111,0,NORMAL
CMP-2020,Navsari,Aviation,agricultural,43.1,6,30.67,27.199,0,NORMAL
CMP-2021,Valsad,Highways,agricultural,1.82,7,37.65,1.529,0,NORMAL
CMP-2022,Ahmedabad,Aviation,commercial,19.69,2,55.49,31.901,0,NORMAL
CMP-2023,Raigad,Industrial,agricultural,27.25,7,34.35,19.048,0,NORMAL
CMP-2024,Surat,Highways,agricultural,11.29,1,58.82,13.155,0,NORMAL
CMP-2025,Dankuni,Energy,commercial,21.83,7,39.2,28.801,0,NORMAL
CMP-2026,Raigad,Industrial,commercial,41.54,7,58.07,80.577,0,NORMAL
CMP-2027,Raigad,Aviation,commercial,32.14,3,39.56,47.461,0,NORMAL
CMP-2028,Panna,Water,commercial,35.12,3,20.22,23.943,0,NORMAL
CMP-2029,Raigad,Energy,residential,24.59,6,55.06,36.118,0,NORMAL
CMP-2030,Sonnagar,Aviation,residential,24.61,4,20.93,11.859,0,NORMAL
CMP-2031,Hooghly,Highways,residential,24.9,6,33.49,21.792,0,NORMAL
CMP-2032,Gautam Buddha Nagar,Highways,commercial,25.73,1,72.27,64.699,0,NORMAL
CMP-2033,Valsad,Water,commercial,1.15,3,43.67,1.965,0,NORMAL
CMP-2034,Surat,Industrial,residential,31.62,1,63.6,52.774,0,NORMAL
CMP-2035,Thane,Energy,commercial,42.65,3,76.57,109.713,0,NORMAL
CMP-2036,Palghar,Highways,residential,42.05,1,44.2,52.019,0,NORMAL
CMP-2037,Hooghly,Energy,residential,14.08,2,54.65,19.438,0,NORMAL
CMP-2038,Thane,Railways,commercial,41.87,4,68.77,92.717,0,NORMAL
CMP-2039,Valsad,Railways,residential,43.05,8,35.23,42.217,0,NORMAL
CMP-2040,Sonnagar,Industrial,agricultural,14.37,4,28.11,9.526,0,NORMAL
CMP-2041,Dankuni,Industrial,residential,17.38,1,64.91,26.218,0,NORMAL
CMP-2042,Hooghly,Energy,agricultural,3.43,6,55.11,3.753,0,NORMAL
CMP-2043,Palghar,Water,commercial,35.09,4,43.98,54.262,0,NORMAL
CMP-2044,Dankuni,Railways,commercial,40.63,6,59.15,103.366,0,NORMAL
CMP-2045,Surat,Industrial,residential,18.81,5,71.18,30.93,0,NORMAL
CMP-2046,Sonnagar,Highways,commercial,37.43,7,30.84,44.114,0,NORMAL
CMP-2047,Hooghly,Industrial,commercial,21.46,1,48.59,32.884,0,NORMAL
CMP-2048,Thane,Energy,commercial,31.65,3,129.87,154.737,0,NORMAL
CMP-2049,Navsari,Industrial,commercial,12.47,1,33.5,14.986,0,NORMAL
CMP-2050,Navsari,Energy,agricultural,20.53,6,35.71,14.639,0,NORMAL
CMP-2051,Dankuni,Railways,commercial,25.12,3,39.78,34.696,0,NORMAL
CMP-2052,Valsad,Energy,commercial,20.72,8,23.65,16.237,0,NORMAL
CMP-2053,Ahmedabad,Water,agricultural,7.47,5,116.5,18.392,0,NORMAL
CMP-2054,Gautam Buddha Nagar,Highways,residential,34.46,3,64.3,46.928,0,NORMAL
CMP-2055,Palghar,Industrial,agricultural,43.05,8,37.9,31.1,0,NORMAL
CMP-2056,Navsari,Highways,agricultural,29.99,7,47.1,29.211,0,NORMAL
CMP-2057,Gautam Buddha Nagar,Aviation,agricultural,27.58,6,125.54,63.964,0,NORMAL
CMP-2058,Surat,Water,agricultural,41.05,6,50.41,43.941,0,NORMAL
CMP-2059,Navsari,Highways,commercial,3.95,8,40.59,5.903,0,NORMAL
CMP-2060,Ahmedabad,Water,residential,23.97,2,72.02,43.7,0,NORMAL
CMP-2061,Gautam Buddha Nagar,Railways,commercial,15.44,7,112.18,77.174,0,NORMAL
CMP-2062,Gautam Buddha Nagar,Energy,agricultural,45.0,6,86.69,87.397,0,NORMAL
CMP-2063,Sonnagar,Railways,agricultural,17.08,3,20.24,6.197,0,NORMAL
CMP-2064,Ahmedabad,Water,agricultural,42.86,1,99.4,82.225,0,NORMAL
CMP-2065,Dankuni,Railways,agricultural,9.96,4,65.02,14.157,0,NORMAL
CMP-2066,Panna,Aviation,commercial,39.92,2,25.54,37.223,0,NORMAL
CMP-2067,Ahmedabad,Aviation,residential,23.13,5,96.22,58.548,0,NORMAL
CMP-2068,Hooghly,Railways,residential,8.75,5,34.13,7.334,0,NORMAL
CMP-2069,Ahmedabad,Aviation,agricultural,25.04,5,69.77,33.041,0,NORMAL
CMP-2070,Palghar,Industrial,residential,15.16,5,42.3,18.454,0,NORMAL
CMP-2071,Hooghly,Highways,agricultural,42.48,3,51.58,47.402,0,NORMAL
CMP-2072,Ahmedabad,Railways,commercial,32.35,2,59.64,67.782,0,NORMAL
CMP-2073,Dankuni,Aviation,commercial,22.1,2,59.44,40.121,0,NORMAL
CMP-2074,Panna,Industrial,commercial,35.67,6,15.95,23.581,0,NORMAL
CMP-2075,Gautam Buddha Nagar,Industrial,commercial,43.75,2,79.05,97.39,0,NORMAL
CMP-2076,Gautam Buddha Nagar,Water,commercial,3.82,4,119.83,15.826,0,NORMAL
CMP-2077,Panna,Industrial,agricultural,15.1,4,27.83,8.352,0,NORMAL
CMP-2078,Gautam Buddha Nagar,Energy,residential,39.55,3,127.74,119.619,0,NORMAL
CMP-2079,Sonnagar,Energy,residential,2.9,2,34.54,2.631,0,NORMAL
CMP-2080,Valsad,Highways,commercial,29.06,6,32.43,17.998,1,UNDER_VALUED
CMP-2081,Thane,Industrial,agricultural,5.13,6,92.91,9.192,0,NORMAL
CMP-2082,Ahmedabad,Railways,commercial,19.64,4,80.05,52.68,0,NORMAL
CMP-2083,Valsad,Aviation,agricultural,26.38,7,35.27,18.403,0,NORMAL
CMP-2084,Thane,Railways,agricultural,4.91,3,110.68,7.194,1,UNDER_VALUED
CMP-2085,Gautam Buddha Nagar,Energy,residential,32.13,1,77.53,65.96,0,NORMAL
CMP-2086,Raigad,Highways,agricultural,16.64,2,34.92,10.916,0,NORMAL
CMP-2087,Gautam Buddha Nagar,Railways,commercial,37.95,5,115.71,139.2,0,NORMAL
CMP-2088,Gautam Buddha Nagar,Railways,agricultural,29.76,2,96.75,63.685,0,NORMAL
CMP-2089,Thane,Energy,commercial,44.6,3,96.27,166.115,0,NORMAL
CMP-2090,Valsad,Highways,residential,17.55,1,25.2,11.951,0,NORMAL
CMP-2091,Thane,Highways,commercial,9.04,8,74.12,25.886,0,NORMAL
CMP-2092,Sonnagar,Railways,commercial,43.58,8,25.65,34.672,0,NORMAL
CMP-2093,Ahmedabad,Energy,commercial,13.32,3,114.9,43.802,0,NORMAL
CMP-2094,Sonnagar,Highways,agricultural,20.46,6,30.02,12.812,0,NORMAL
CMP-2095,Raigad,Railways,agricultural,23.49,3,61.5,33.181,0,NORMAL
CMP-2096,Thane,Railways,commercial,8.58,5,101.69,28.575,0,NORMAL
CMP-2097,Hooghly,Water,agricultural,14.3,3,58.02,16.517,0,NORMAL
CMP-2098,Ahmedabad,Water,residential,31.81,6,96.47,71.062,0,NORMAL
CMP-2099,Hooghly,Energy,residential,7.16,8,55.85,9.054,0,NORMAL
CMP-2100,Navsari,Aviation,agricultural,40.97,2,31.41,27.175,0,NORMAL
CMP-2101,Gautam Buddha Nagar,Industrial,residential,18.01,4,116.45,54.011,0,NORMAL
CMP-2102,Gautam Buddha Nagar,Water,commercial,30.88,2,68.41,74.722,0,NORMAL
CMP-2103,Thane,Railways,residential,23.07,4,71.49,42.717,0,NORMAL
CMP-2104,Thane,Highways,residential,38.44,1,119.2,54.717,1,UNDER_VALUED
CMP-2105,Panna,Highways,commercial,26.02,7,29.4,23.712,0,NORMAL
CMP-2106,Sonnagar,Highways,commercial,10.67,1,19.01,6.125,0,NORMAL
CMP-2107,Ahmedabad,Industrial,commercial,38.41,4,116.73,137.613,0,NORMAL
CMP-2108,Palghar,Railways,residential,7.8,4,44.68,10.744,0,NORMAL
CMP-2109,Surat,Highways,residential,30.3,5,63.09,42.92,0,NORMAL
CMP-2110,Valsad,Aviation,agricultural,12.77,5,45.48,12.007,0,NORMAL
CMP-2111,Surat,Railways,commercial,4.74,1,59.59,10.524,0,NORMAL
CMP-2112,Surat,Energy,commercial,38.89,5,52.32,72.515,0,NORMAL
CMP-2113,Sonnagar,Highways,agricultural,3.87,8,29.5,2.23,0,NORMAL
CMP-2114,Sonnagar,Railways,commercial,43.4,5,31.77,45.95,0,NORMAL
CMP-2115,Surat,Energy,residential,23.38,2,70.59,48.123,0,NORMAL
CMP-2116,Palghar,Railways,residential,18.5,2,36.43,18.326,0,NORMAL
CMP-2117,Thane,Energy,residential,19.22,6,128.95,65.188,0,NORMAL
CMP-2118,Navsari,Railways,agricultural,19.12,4,47.98,19.843,0,NORMAL
CMP-2119,Thane,Water,agricultural,9.87,4,117.21,12.417,1,UNDER_VALUED
CMP-2120,Valsad,Aviation,residential,23.76,3,27.47,17.404,0,NORMAL
CMP-2121,Hooghly,Energy,residential,22.6,1,50.43,29.257,0,NORMAL
CMP-2122,Gautam Buddha Nagar,Railways,commercial,23.46,2,93.64,91.79,0,NORMAL
CMP-2123,Surat,Water,residential,9.28,7,83.26,20.268,0,NORMAL
CMP-2124,Dankuni,Water,commercial,29.41,4,53.97,55.653,0,NORMAL
CMP-2125,Valsad,Energy,commercial,37.64,3,44.38,58.439,0,NORMAL
CMP-2126,Valsad,Industrial,residential,6.47,4,29.14,6.466,1,OVER_VALUED
CMP-2127,Panna,Water,commercial,37.94,7,26.19,36.231,0,NORMAL
CMP-2128,Sonnagar,Water,residential,28.26,8,26.46,16.4,0,NORMAL
CMP-2129,Hooghly,Highways,commercial,33.68,1,35.22,36.261,0,NORMAL
CMP-2130,Dankuni,Aviation,agricultural,11.55,2,43.93,8.937,0,NORMAL
CMP-2131,Ahmedabad,Aviation,agricultural,40.02,6,79.3,66.658,0,NORMAL
CMP-2132,Raigad,Energy,commercial,27.02,2,33.02,16.847,1,UNDER_VALUED
CMP-2133,Panna,Highways,residential,8.22,3,27.28,6.144,0,NORMAL
CMP-2134,Thane,Highways,commercial,42.35,1,102.82,131.335,0,NORMAL
CMP-2135,Hooghly,Highways,commercial,22.31,7,41.79,39.421,0,NORMAL
CMP-2136,Dankuni,Highways,residential,31.93,2,55.53,47.851,0,NORMAL
CMP-2137,Panna,Aviation,commercial,7.4,8,14.74,3.414,0,NORMAL
CMP-2138,Hooghly,Railways,agricultural,37.98,6,58.7,41.268,0,NORMAL
CMP-2139,Surat,Water,agricultural,1.73,2,76.4,2.702,0,NORMAL
CMP-2140,Palghar,Energy,agricultural,20.7,7,40.71,16.545,0,NORMAL
CMP-2141,Dankuni,Water,residential,38.55,4,48.75,49.399,0,NORMAL
CMP-2142,Hooghly,Highways,commercial,18.56,6,56.58,30.854,0,NORMAL
CMP-2143,Surat,Railways,residential,35.95,6,68.24,51.855,0,NORMAL
CMP-2144,Surat,Energy,agricultural,6.52,7,69.41,20.814,1,OVER_VALUED
CMP-2145,Palghar,Water,agricultural,14.71,6,29.55,8.984,0,NORMAL
CMP-2146,Hooghly,Industrial,agricultural,25.27,5,56.04,33.171,0,NORMAL
CMP-2147,Surat,Aviation,commercial,23.85,3,79.51,55.939,0,NORMAL
CMP-2148,Hooghly,Highways,agricultural,34.56,5,39.05,32.272,0,NORMAL
CMP-2149,Valsad,Energy,agricultural,42.19,2,30.68,26.287,0,NORMAL
CMP-2150,Gautam Buddha Nagar,Railways,residential,22.39,8,122.0,74.219,0,NORMAL
CMP-2151,Gautam Buddha Nagar,Water,agricultural,41.35,8,119.96,105.184,0,NORMAL
CMP-2152,Palghar,Highways,agricultural,27.36,3,25.94,14.745,0,NORMAL
CMP-2153,Hooghly,Aviation,residential,37.97,3,40.71,37.316,0,NORMAL
CMP-2154,Gautam Buddha Nagar,Aviation,residential,18.36,6,86.6,37.877,0,NORMAL
CMP-2155,Navsari,Highways,commercial,36.53,2,32.63,43.915,0,NORMAL
CMP-2156,Surat,Railways,residential,34.82,2,69.08,60.545,0,NORMAL
CMP-2157,Valsad,Energy,agricultural,40.05,7,44.98,32.237,0,NORMAL
CMP-2158,Hooghly,Industrial,residential,25.68,5,36.17,22.165,0,NORMAL
CMP-2159,Thane,Railways,agricultural,2.65,6,115.47,6.769,0,NORMAL
CMP-2160,Gautam Buddha Nagar,Highways,residential,19.03,1,125.96,62.595,0,NORMAL
CMP-2161,Ahmedabad,Energy,commercial,7.27,4,64.44,17.926,0,NORMAL
CMP-2162,Sonnagar,Industrial,agricultural,15.17,7,25.35,7.653,0,NORMAL
CMP-2163,Surat,Water,commercial,22.88,2,63.41,54.406,0,NORMAL
CMP-2164,Valsad,Railways,commercial,6.07,3,31.65,6.223,0,NORMAL
CMP-2165,Hooghly,Industrial,commercial,18.23,8,42.13,27.469,0,NORMAL
CMP-2166,Gautam Buddha Nagar,Railways,agricultural,35.88,4,127.26,89.049,0,NORMAL
CMP-2167,Sonnagar,Aviation,commercial,25.39,8,19.11,16.081,0,NORMAL
CMP-2168,Valsad,Energy,commercial,26.8,1,31.74,31.962,0,NORMAL
CMP-2169,Valsad,Water,commercial,43.67,5,29.21,50.725,0,NORMAL
CMP-2170,Palghar,Industrial,commercial,17.51,3,48.52,27.19,0,NORMAL
CMP-2171,Valsad,Aviation,residential,32.68,4,37.06,32.277,0,NORMAL
CMP-2172,Ahmedabad,Water,residential,5.5,3,93.11,13.407,0,NORMAL
CMP-2173,Panna,Energy,commercial,11.58,8,17.93,8.254,0,NORMAL
CMP-2174,Ahmedabad,Water,residential,14.92,6,107.85,44.14,0,NORMAL
CMP-2175,Dankuni,Water,residential,39.83,4,39.62,35.578,0,NORMAL
CMP-2176,Hooghly,Aviation,residential,20.76,5,50.29,26.088,0,NORMAL
CMP-2177,Raigad,Industrial,commercial,25.17,8,32.66,28.471,0,NORMAL
CMP-2178,Raigad,Water,residential,1.14,6,41.04,1.23,0,NORMAL
CMP-2179,Palghar,Railways,commercial,5.43,4,33.23,7.127,0,NORMAL
CMP-2180,Raigad,Railways,commercial,2.82,5,30.17,2.67,0,NORMAL
CMP-2181,Hooghly,Energy,agricultural,8.18,3,45.03,7.247,0,NORMAL
CMP-2182,Navsari,Railways,agricultural,4.25,2,41.07,3.222,0,NORMAL
CMP-2183,Navsari,Railways,commercial,40.97,4,30.33,45.777,0,NORMAL
CMP-2184,Navsari,Railways,commercial,20.18,5,37.07,27.673,0,NORMAL
CMP-2185,Thane,Highways,agricultural,31.11,1,99.23,66.842,0,NORMAL
CMP-2186,Surat,Water,commercial,23.23,2,68.95,56.985,0,NORMAL
CMP-2187,Surat,Railways,residential,20.27,8,74.69,44.476,0,NORMAL
CMP-2188,Panna,Water,commercial,18.78,5,19.85,13.559,0,NORMAL
CMP-2189,Palghar,Energy,agricultural,32.88,4,44.72,26.985,0,NORMAL
CMP-2190,Navsari,Railways,commercial,25.7,8,38.32,35.328,0,NORMAL
CMP-2191,Sonnagar,Energy,residential,38.78,3,29.36,29.427,0,NORMAL
CMP-2192,Dankuni,Energy,agricultural,11.73,3,40.96,8.388,0,NORMAL
CMP-2193,Palghar,Industrial,commercial,31.72,2,42.72,42.053,0,NORMAL
CMP-2194,Raigad,Industrial,agricultural,17.47,2,59.88,19.661,0,NORMAL
CMP-2195,Thane,Aviation,agricultural,31.53,7,134.44,88.428,0,NORMAL
CMP-2196,Dankuni,Aviation,commercial,18.74,7,56.13,41.38,0,NORMAL
CMP-2197,Gautam Buddha Nagar,Highways,residential,30.44,5,82.76,62.548,0,NORMAL
CMP-2198,Thane,Highways,commercial,41.59,5,76.8,110.708,0,NORMAL
CMP-2199,Valsad,Industrial,agricultural,10.54,4,44.56,10.242,0,NORMAL
CMP-2200,Surat,Highways,agricultural,0.93,3,54.02,1.077,0,NORMAL
CMP-2201,Thane,Aviation,residential,23.3,1,125.89,56.834,0,NORMAL
CMP-2202,Panna,Railways,residential,39.26,3,29.49,28.906,0,NORMAL
CMP-2203,Valsad,Railways,residential,28.15,8,23.37,18.615,0,NORMAL
CMP-2204,Hooghly,Railways,residential,40.8,7,40.34,64.809,1,OVER_VALUED
CMP-2205,Thane,Energy,residential,29.99,8,94.31,56.706,0,NORMAL
CMP-2206,Ahmedabad,Railways,commercial,1.54,6,114.5,5.761,0,NORMAL
CMP-2207,Ahmedabad,Industrial,commercial,41.85,5,65.62,95.656,0,NORMAL
CMP-2208,Surat,Highways,residential,12.38,6,79.11,28.875,0,NORMAL
CMP-2209,Raigad,Railways,agricultural,14.3,4,36.75,3.981,1,UNDER_VALUED
CMP-2210,Valsad,Aviation,agricultural,42.22,4,26.49,21.162,0,NORMAL
CMP-2211,Dankuni,Energy,residential,32.67,7,46.04,35.881,0,NORMAL
CMP-2212,Raigad,Industrial,agricultural,17.76,7,41.43,14.584,0,NORMAL
CMP-2213,Dankuni,Highways,residential,17.74,3,61.79,27.464,0,NORMAL
CMP-2214,Gautam Buddha Nagar,Water,residential,43.12,6,91.8,94.512,0,NORMAL
CMP-2215,Hooghly,Energy,commercial,36.39,8,51.49,65.858,0,NORMAL
CMP-2216,Ahmedabad,Energy,agricultural,41.41,8,118.51,108.168,0,NORMAL
CMP-2217,Sonnagar,Highways,agricultural,9.82,1,20.55,4.286,0,NORMAL
CMP-2218,Thane,Industrial,agricultural,21.08,4,122.24,52.31,0,NORMAL
CMP-2219,Surat,Industrial,residential,4.82,3,69.75,9.138,0,NORMAL
CMP-2220,Surat,Industrial,residential,9.56,3,58.64,13.359,0,NORMAL
CMP-2221,Gautam Buddha Nagar,Energy,residential,2.15,3,105.53,4.823,0,NORMAL
CMP-2222,Sonnagar,Highways,agricultural,15.28,7,29.43,10.651,0,NORMAL
CMP-2223,Surat,Energy,agricultural,20.63,8,78.63,29.029,0,NORMAL
CMP-2224,Panna,Water,agricultural,4.56,8,28.11,2.8,0,NORMAL
CMP-2225,Panna,Industrial,commercial,7.5,4,15.72,4.761,0,NORMAL
CMP-2226,Ahmedabad,Highways,residential,36.77,6,95.16,98.415,0,NORMAL
CMP-2227,Ahmedabad,Aviation,residential,12.15,8,82.49,24.754,0,NORMAL
CMP-2228,Sonnagar,Industrial,agricultural,14.85,5,27.06,8.426,0,NORMAL
CMP-2229,Hooghly,Water,commercial,25.56,3,37.81,34.733,0,NORMAL
CMP-2230,Valsad,Aviation,commercial,42.67,3,41.85,53.192,0,NORMAL
CMP-2231,Hooghly,Highways,residential,3.61,2,58.09,5.68,0,NORMAL
CMP-2232,Hooghly,Railways,residential,43.57,4,35.47,34.445,0,NORMAL
CMP-2233,Surat,Industrial,residential,37.33,8,84.24,75.791,0,NORMAL
CMP-2234,Hooghly,Industrial,residential,6.98,8,33.29,6.716,0,NORMAL
CMP-2235,Sonnagar,Railways,agricultural,42.26,8,21.61,18.647,0,NORMAL
CMP-2236,Hooghly,Railways,commercial,20.71,6,49.72,34.074,0,NORMAL
CMP-2237,Ahmedabad,Highways,residential,9.81,5,117.1,28.0,0,NORMAL
CMP-2238,Sonnagar,Energy,agricultural,43.16,2,34.62,27.312,0,NORMAL
CMP-2239,Palghar,Industrial,agricultural,10.72,8,26.93,5.681,0,NORMAL
CMP-2240,Hooghly,Water,residential,31.69,6,48.65,36.678,0,NORMAL
CMP-2241,Navsari,Railways,commercial,11.33,7,48.37,21.156,0,NORMAL
CMP-2242,Valsad,Highways,agricultural,37.8,4,39.42,28.683,0,NORMAL
CMP-2243,Sonnagar,Aviation,agricultural,26.98,8,29.47,16.599,0,NORMAL
CMP-2244,Surat,Highways,residential,37.97,1,81.65,82.183,0,NORMAL
CMP-2245,Thane,Aviation,agricultural,36.39,3,107.29,82.132,0,NORMAL
CMP-2246,Hooghly,Railways,agricultural,38.24,2,57.43,45.56,0,NORMAL
CMP-2247,Navsari,Railways,agricultural,3.77,5,28.21,2.243,0,NORMAL
CMP-2248,Valsad,Aviation,agricultural,29.84,4,38.36,25.219,0,NORMAL
CMP-2249,Palghar,Highways,commercial,24.48,5,48.28,45.305,0,NORMAL
CMP-2250,Sonnagar,Industrial,agricultural,10.98,8,21.64,4.69,0,NORMAL
CMP-2251,Panna,Railways,residential,23.19,5,28.56,17.118,0,NORMAL
CMP-2252,Panna,Highways,residential,16.34,8,28.21,11.513,0,NORMAL
CMP-2253,Thane,Energy,agricultural,25.76,6,116.15,62.22,0,NORMAL
CMP-2254,Gautam Buddha Nagar,Energy,agricultural,32.89,5,105.54,71.468,0,NORMAL
CMP-2255,Sonnagar,Energy,residential,24.02,3,27.18,17.626,0,NORMAL
CMP-2256,Panna,Industrial,residential,37.41,7,28.26,26.946,0,NORMAL
CMP-2257,Valsad,Industrial,commercial,5.66,6,24.59,4.721,0,NORMAL
CMP-2258,Palghar,Highways,agricultural,9.29,2,39.56,6.671,0,NORMAL
CMP-2259,Thane,Aviation,commercial,38.28,1,129.37,191.957,0,NORMAL
CMP-2260,Raigad,Water,commercial,35.18,4,45.68,57.035,0,NORMAL
CMP-2261,Palghar,Water,commercial,25.19,6,37.68,34.76,0,NORMAL
CMP-2262,Ahmedabad,Industrial,agricultural,44.91,2,91.09,77.984,0,NORMAL
CMP-2263,Raigad,Aviation,residential,29.18,2,52.28,37.314,0,NORMAL
CMP-2264,Ahmedabad,Highways,residential,11.87,3,72.18,20.004,0,NORMAL
CMP-2265,Dankuni,Railways,commercial,4.97,7,63.25,10.82,0,NORMAL
CMP-2266,Dankuni,Railways,agricultural,23.17,8,41.03,15.854,0,NORMAL
CMP-2267,Ahmedabad,Highways,agricultural,40.57,8,119.63,95.849,0,NORMAL
CMP-2268,Navsari,Aviation,commercial,30.66,3,40.5,32.153,0,NORMAL
CMP-2269,Raigad,Aviation,residential,20.7,2,39.45,21.621,0,NORMAL
CMP-2270,Valsad,Water,agricultural,25.37,7,32.33,14.57,0,NORMAL
CMP-2271,Raigad,Energy,commercial,20.08,8,43.2,38.052,0,NORMAL
CMP-2272,Surat,Railways,residential,32.24,5,56.65,41.255,0,NORMAL
CMP-2273,Thane,Railways,agricultural,42.63,5,106.16,99.769,0,NORMAL
CMP-2274,Hooghly,Energy,agricultural,35.62,5,53.33,37.13,0,NORMAL
CMP-2275,Gautam Buddha Nagar,Water,residential,21.59,2,106.9,65.37,0,NORMAL
CMP-2276,Panna,Highways,agricultural,33.04,5,22.45,16.383,0,NORMAL
CMP-2277,Surat,Railways,residential,12.24,1,47.64,16.567,0,NORMAL
CMP-2278,Palghar,Railways,residential,25.84,5,38.89,23.598,0,NORMAL
CMP-2279,Sonnagar,Water,agricultural,3.72,1,22.26,1.517,0,NORMAL
CMP-2280,Palghar,Water,agricultural,40.57,2,26.12,23.754,0,NORMAL
CMP-2281,Sonnagar,Highways,commercial,17.73,7,35.49,21.092,0,NORMAL
CMP-2282,Sonnagar,Energy,commercial,33.02,8,24.9,28.692,0,NORMAL
CMP-2283,Sonnagar,Railways,residential,1.95,7,34.77,1.561,0,NORMAL
