stage_duration_days,district,project_category,objection_count,has_dispute,land_category,area_acres,owner_count,distance_from_hq_km,is_delayed,days_to_next_stage
45,Dankuni,Highways,5,1,residential,6.01,1,38.3,1,197.8
259,Hooghly,Highways,0,0,commercial,20.06,2,20.5,0,111.7
85,Gautam Buddha Nagar,Railways,1,0,agricultural,57.78,11,49.7,0,148.2
92,Palghar,Highways,0,0,commercial,3.68,6,24.8,0,48.3
91,Surat,Industrial,2,0,residential,6.32,2,26.1,0,114.1
121,Panna,Water,9,1,commercial,60.52,5,68.4,1,335.9
226,Surat,Aviation,0,0,commercial,78.84,2,87.5,0,131.2
213,Navsari,Aviation,0,0,agricultural,34.52,5,19.1,0,125.4
88,Surat,Energy,4,0,agricultural,25.62,6,22.5,0,130.5
175,Valsad,Aviation,0,0,commercial,37.81,4,26.2,0,108.3
157,Ahmedabad,Railways,1,0,agricultural,56.8,14,13.2,0,179.6
81,Valsad,Highways,0,0,commercial,30.95,3,81.9,0,94.2
228,Ahmedabad,Railways,0,0,commercial,75.6,6,31.7,1,140.9
152,Surat,Energy,0,0,residential,46.25,3,42.6,0,80.0
115,Thane,Railways,1,0,agricultural,44.23,14,66.1,0,119.3
191,Sonnagar,Highways,2,0,commercial,37.36,2,36.7,0,118.4
27,Dankuni,Highways,10,1,commercial,11.15,3,44.1,1,242.2
242,Raigad,Railways,3,0,agricultural,55.63,10,67.0,1,199.3
242,Ahmedabad,Water,5,1,commercial,32.86,2,64.4,1,255.0
17,Panna,Water,4,1,agricultural,70.72,14,16.1,1,238.5
164,Sonnagar,Aviation,0,0,residential,31.32,3,73.9,0,85.2
210,Surat,Water,10,1,commercial,13.73,6,52.2,1,355.2
120,Dankuni,Highways,3,0,residential,51.39,3,58.4,0,154.8
204,Gautam Buddha Nagar,Railways,0,0,agricultural,57.36,1,12.6,0,120.4
125,Valsad,Highways,2,0,residential,77.55,1,9.2,0,116.9
286,Palghar,Water,3,0,commercial,51.56,5,83.6,1,206.1
33,Panna,Industrial,1,0,residential,5.37,1,27.3,0,66.1
124,Panna,Energy,0,0,agricultural,50.93,2,27.5,0,72.1
273,Hooghly,Energy,2,1,commercial,50.14,1,11.6,1,279.6
71,Ahmedabad,Energy,2,0,commercial,44.14,1,10.5,0,96.7
222,Hooghly,Aviation,1,0,agricultural,44.92,12,21.0,0,142.1
214,Palghar,Energy,2,0,residential,78.23,1,9.9,0,133.7
281,Ahmedabad,Water,5,1,commercial,13.21,1,46.3,1,283.1
121,Thane,Energy,0,0,residential,51.67,1,56.7,0,93.5
141,Raigad,Industrial,0,0,commercial,20.17,6,57.2,0,83.6
87,Raigad,Water,9,1,commercial,27.14,1,8.2,1,313.0
263,Ahmedabad,Water,0,0,residential,65.28,2,2.6,0,112.9
260,Raigad,Water,0,0,agricultural,45.03,11,22.6,0,175.0
99,Sonnagar,Aviation,3,0,agricultural,29.96,5,41.7,0,128.9
18,Panna,Water,1,0,agricultural,38.02,12,80.3,0,83.2
100,Surat,Industrial,2,0,residential,37.8,1,13.2,0,88.7
261,Valsad,Railways,3,0,residential,16.27,1,2.8,1,144.7
157,Thane,Railways,6,1,residential,54.17,4,22.1,1,281.6
243,Sonnagar,Aviation,0,0,commercial,49.71,6,86.0,1,120.8
70,Gautam Buddha Nagar,Aviation,2,0,commercial,35.04,4,39.4,0,109.7
208,Gautam Buddha Nagar,Industrial,0,0,residential,23.36,3,3.5,0,90.5
209,Raigad,Energy,0,0,agricultural,62.54,10,20.6,0,133.4
147,Palghar,Industrial,2,1,agricultural,36.96,6,66.5,1,238.4
267,Thane,Highways,1,0,commercial,7.07,3,5.5,0,119.9
229,Ahmedabad,Aviation,10,1,agricultural,3.1,7,34.4,1,337.6
248,Navsari,Water,3,0,commercial,16.66,3,28.9,1,154.1
110,Hooghly,Highways,8,1,residential,38.02,1,78.1,0,313.9
213,Sonnagar,Industrial,1,0,commercial,19.59,2,4.1,0,154.6
223,Hooghly,Aviation,0,0,agricultural,41.72,5,38.5,0,150.8
270,Gautam Buddha Nagar,Railways,0,0,residential,3.63,1,66.1,0,76.2
40,Thane,Industrial,8,1,commercial,63.3,3,10.0,1,286.4
268,Navsari,Railways,0,0,agricultural,52.31,12,7.3,0,137.1
126,Surat,Energy,2,0,commercial,66.69,2,77.5,0,128.5
41,Sonnagar,Highways,1,0,residential,19.17,4,50.5,0,44.5
103,Navsari,Industrial,4,0,agricultural,18.84,12,90.5,1,174.2
40,Gautam Buddha Nagar,Railways,0,0,residential,73.92,2,60.9,0,80.4
288,Ahmedabad,Water,0,0,agricultural,63.22,2,15.1,0,153.7
170,Panna,Highways,3,0,commercial,78.52,4,80.8,1,134.3
33,Surat,Highways,1,0,agricultural,75.78,11,74.5,0,157.9
244,Ahmedabad,Water,0,0,agricultural,11.59,9,56.4,1,138.1
134,Dankuni,Water,0,0,residential,69.15,1,72.4,0,114.7
65,Ahmedabad,Water,1,0,residential,69.64,2,63.2,0,84.1
293,Ahmedabad,Railways,1,0,commercial,28.92,1,69.8,0,152.2
220,Dankuni,Railways,4,1,commercial,15.13,4,42.5,1,260.5
114,Thane,Industrial,0,0,residential,75.99,3,17.7,0,91.4
15,Dankuni,Aviation,1,0,residential,19.73,3,54.6,0,77.0
253,Gautam Buddha Nagar,Water,7,1,commercial,77.98,4,37.4,1,337.8
287,Panna,Energy,2,1,residential,73.98,3,13.6,0,289.6
297,Ahmedabad,Energy,1,0,commercial,76.3,2,56.9,1,151.5
288,Ahmedabad,Energy,0,0,agricultural,9.57,5,50.9,1,132.3
109,Valsad,Highways,4,1,agricultural,42.07,8,54.2,1,249.4
134,Hooghly,Highways,2,0,residential,47.38,1,13.5,0,105.8
274,Dankuni,Highways,1,0,agricultural,39.73,3,55.2,0,136.4
91,Dankuni,Industrial,0,0,commercial,68.15,4,58.2,0,71.0
36,Thane,Water,9,1,agricultural,51.3,1,89.5,1,251.8
231,Ahmedabad,Aviation,9,1,residential,29.4,4,89.9,1,316.7
268,Thane,Aviation,1,0,commercial,64.64,3,30.4,1,133.1
268,Valsad,Water,8,1,residential,43.65,4,75.4,1,346.1
184,Valsad,Railways,0,0,commercial,52.6,5,92.7,0,98.5
152,Panna,Railways,2,0,residential,45.14,2,63.5,0,111.4
228,Ahmedabad,Aviation,0,0,agricultural,78.3,14,29.9,0,176.9
201,Dankuni,Water,0,0,commercial,40.88,5,29.0,1,145.5
126,Ahmedabad,Industrial,1,0,residential,24.41,4,94.7,0,66.6
171,Thane,Energy,0,0,agricultural,79.56,1,57.4,0,104.4
41,Raigad,Aviation,0,0,agricultural,73.46,13,58.1,0,120.3
265,Hooghly,Water,2,0,agricultural,47.43,5,61.0,1,150.2
29,Dankuni,Highways,4,1,agricultural,27.14,6,12.2,1,229.4
168,Sonnagar,Aviation,0,0,agricultural,15.21,9,10.8,0,122.1
150,Palghar,Railways,1,0,commercial,54.92,2,71.8,0,88.1
66,Valsad,Railways,5,1,agricultural,52.72,10,4.7,1,272.2
150,Valsad,Railways,8,1,commercial,67.32,4,86.3,1,298.9
201,Sonnagar,Highways,1,0,residential,44.54,3,34.4,0,129.7
56,Dankuni,Water,0,0,agricultural,6.73,11,85.9,0,117.1
247,Valsad,Aviation,3,0,agricultural,33.72,8,19.3,1,162.8
143,Surat,Railways,4,0,commercial,11.66,1,64.1,1,118.7
100,Ahmedabad,Aviation,0,0,residential,8.57,4,4.7,0,81.5
96,Dankuni,Water,2,1,commercial,34.2,2,9.8,1,197.1
187,Surat,Industrial,0,0,residential,39.78,1,30.9,0,99.4
88,Gautam Buddha Nagar,Industrial,0,0,residential,54.34,4,43.0,0,80.3
132,Raigad,Railways,1,0,commercial,44.71,1,30.7,0,134.4
92,Dankuni,Energy,7,1,residential,48.82,2,39.3,1,300.1
136,Raigad,Industrial,6,1,agricultural,11.03,6,73.3,1,278.7
71,Gautam Buddha Nagar,Industrial,0,0,agricultural,2.43,5,60.5,0,73.3
168,Sonnagar,Railways,7,1,residential,18.39,1,84.5,1,244.3
262,Dankuni,Industrial,3,1,commercial,26.0,4,15.7,1,243.7
214,Hooghly,Industrial,4,0,agricultural,64.81,8,21.9,1,204.9
57,Ahmedabad,Railways,2,0,residential,39.39,2,16.6,0,89.5
241,Gautam Buddha Nagar,Highways,9,1,commercial,35.09,4,12.6,1,337.9
264,Panna,Aviation,6,1,commercial,28.03,5,70.9,1,300.5
155,Surat,Highways,0,0,commercial,79.06,1,14.2,0,80.3
268,Panna,Railways,0,0,residential,17.44,3,61.3,0,107.0
246,Valsad,Industrial,0,0,commercial,52.06,1,27.3,0,98.3
250,Surat,Energy,0,0,commercial,5.97,6,69.3,0,134.8
53,Panna,Highways,2,0,agricultural,53.37,8,18.0,0,131.6
158,Palghar,Railways,0,0,agricultural,25.19,3,2.3,0,116.3
103,Raigad,Energy,10,1,agricultural,59.35,11,70.0,1,329.8
225,Panna,Highways,2,1,residential,19.39,1,62.3,1,179.2
21,Sonnagar,Water,1,0,residential,56.66,4,41.8,0,91.8
146,Valsad,Railways,0,0,agricultural,4.5,8,86.9,0,101.5
29,Navsari,Industrial,1,0,commercial,67.12,3,11.7,0,91.6
56,Valsad,Highways,2,0,agricultural,24.66,5,88.9,0,111.1
188,Gautam Buddha Nagar,Water,0,0,commercial,15.29,4,48.4,0,116.6
271,Dankuni,Highways,2,0,residential,67.79,2,56.4,0,167.5
293,Ahmedabad,Water,2,1,commercial,30.09,4,21.3,1,276.4
161,Panna,Water,0,0,residential,58.49,2,65.9,0,87.3
50,Navsari,Aviation,2,0,commercial,70.92,2,48.0,0,120.0
51,Navsari,Aviation,0,0,agricultural,8.19,5,18.2,0,48.2
72,Navsari,Industrial,4,0,agricultural,59.1,4,84.5,0,156.0
208,Navsari,Water,1,0,commercial,47.66,4,88.2,1,152.3
157,Surat,Highways,1,0,agricultural,48.47,11,23.2,0,114.8
107,Palghar,Energy,0,0,residential,76.42,1,63.5,0,127.4
129,Ahmedabad,Energy,0,0,residential,21.51,4,71.1,0,63.1
102,Palghar,Industrial,4,1,commercial,22.82,1,50.2,1,229.0
220,Hooghly,Aviation,2,0,residential,38.7,4,50.9,0,110.5
259,Panna,Aviation,1,0,commercial,36.18,5,7.3,1,172.5
71,Palghar,Water,8,1,agricultural,63.35,7,35.1,1,280.8
19,Panna,Aviation,1,0,agricultural,50.73,11,81.4,0,96.9
117,Surat,Highways,0,0,commercial,37.15,3,79.5,0,88.2
171,Ahmedabad,Highways,0,0,commercial,73.15,5,8.6,0,102.5
42,Panna,Aviation,4,0,residential,13.75,1,12.6,0,141.8
267,Hooghly,Highways,2,0,commercial,55.8,1,38.2,0,126.5
54,Ahmedabad,Highways,3,0,agricultural,26.69,10,5.4,0,121.5
258,Gautam Buddha Nagar,Highways,1,0,agricultural,60.1,6,50.0,0,165.7
295,Sonnagar,Water,0,0,agricultural,38.81,5,94.9,0,161.7
69,Raigad,Energy,0,0,commercial,66.77,6,70.8,0,128.3
145,Palghar,Aviation,3,0,residential,71.89,1,78.2,1,142.0
292,Ahmedabad,Highways,1,0,agricultural,21.26,5,11.1,0,173.9
63,Navsari,Energy,0,0,agricultural,4.69,4,2.8,0,41.5
187,Ahmedabad,Industrial,1,0,residential,52.22,4,66.7,0,161.6
84,Gautam Buddha Nagar,Industrial,3,0,commercial,3.05,6,58.8,0,97.3
111,Hooghly,Water,3,0,residential,74.1,4,39.2,1,160.9
113,Surat,Industrial,1,0,commercial,38.52,2,13.3,0,72.2
171,Thane,Aviation,4,1,agricultural,51.88,12,81.1,1,320.8
46,Panna,Aviation,3,0,agricultural,15.19,4,42.4,0,109.4
173,Panna,Highways,0,0,residential,60.98,3,16.4,0,107.7
203,Sonnagar,Energy,6,1,agricultural,35.42,6,67.2,1,294.5
48,Sonnagar,Industrial,0,0,commercial,22.28,5,76.7,0,83.5
291,Valsad,Railways,0,0,residential,15.81,1,31.8,0,104.1
43,Valsad,Highways,2,0,residential,31.15,1,64.1,0,80.5
211,Dankuni,Railways,0,0,commercial,60.07,5,94.1,1,134.2
210,Surat,Water,1,0,commercial,79.92,5,18.1,1,161.4
62,Surat,Industrial,0,0,commercial,5.7,5,74.8,0,90.5
79,Gautam Buddha Nagar,Railways,1,0,commercial,12.33,1,37.2,0,54.1
112,Surat,Energy,6,1,commercial,54.13,5,58.2,1,275.1
284,Hooghly,Energy,3,0,agricultural,20.72,1,49.2,0,141.0
142,Navsari,Railways,0,0,commercial,75.53,2,53.6,0,119.1
192,Surat,Energy,10,1,agricultural,50.87,9,77.0,1,358.1
142,Hooghly,Aviation,2,0,agricultural,48.6,7,28.4,0,163.1
37,Hooghly,Water,3,1,commercial,64.3,5,20.7,1,234.1
84,Gautam Buddha Nagar,Energy,3,0,commercial,17.38,3,93.7,0,88.8
279,Ahmedabad,Aviation,0,0,commercial,47.33,5,55.9,0,141.1
26,Palghar,Water,3,0,residential,34.94,1,9.9,0,118.3
125,Palghar,Highways,0,0,agricultural,76.14,12,88.7,0,138.9
236,Hooghly,Energy,0,0,commercial,27.43,5,69.7,0,119.2
164,Palghar,Water,4,1,commercial,16.75,6,21.3,1,251.4
279,Dankuni,Water,3,0,residential,79.38,3,32.2,1,173.0
132,Ahmedabad,Water,0,0,residential,11.29,3,85.8,0,59.6
100,Hooghly,Aviation,2,0,residential,10.39,1,80.5,0,136.8
180,Dankuni,Railways,4,0,residential,34.51,2,72.3,1,145.0
142,Palghar,Aviation,0,0,commercial,19.94,6,39.9,0,92.3
277,Ahmedabad,Railways,0,0,commercial,67.27,1,73.6,0,121.6
185,Panna,Industrial,5,1,commercial,0.62,3,61.8,1,256.6
194,Sonnagar,Water,2,0,commercial,4.38,2,38.0,0,120.2
125,Surat,Aviation,6,1,commercial,17.3,5,26.0,1,266.3
140,Sonnagar,Aviation,10,1,residential,6.22,2,20.2,1,324.2
39,Palghar,Water,0,0,residential,10.36,4,30.0,0,43.0
226,Ahmedabad,Railways,0,0,residential,75.48,4,52.1,0,110.4
268,Panna,Industrial,9,1,commercial,77.31,3,59.0,1,332.5
186,Navsari,Industrial,7,1,residential,67.95,4,71.7,1,275.8
214,Thane,Railways,1,0,commercial,22.87,3,83.1,1,123.2
56,Ahmedabad,Water,0,0,commercial,16.38,1,9.1,0,23.4
44,Dankuni,Railways,1,0,agricultural,4.2,14,27.8,0,110.5
274,Ahmedabad,Energy,6,1,residential,57.93,3,24.7,1,310.8
202,Dankuni,Aviation,4,1,commercial,73.15,6,14.1,1,316.0
21,Dankuni,Aviation,0,0,residential,37.58,1,8.5,0,20.9
230,Gautam Buddha Nagar,Aviation,10,1,commercial,45.63,6,39.1,1,363.5
177,Panna,Highways,2,0,residential,36.1,3,39.4,0,142.7
62,Hooghly,Water,2,0,commercial,32.96,4,64.2,0,122.3
211,Gautam Buddha Nagar,Water,0,0,commercial,49.32,6,36.7,1,137.1
23,Gautam Buddha Nagar,Industrial,1,0,commercial,22.46,2,67.2,0,65.3
110,Raigad,Industrial,3,0,residential,68.5,3,27.9,0,142.0
94,Panna,Water,2,1,agricultural,28.69,4,83.4,1,209.5
245,Navsari,Water,0,0,commercial,47.47,1,25.6,0,92.7
168,Raigad,Energy,2,0,commercial,0.71,3,58.3,0,116.0
130,Sonnagar,Aviation,1,0,agricultural,18.44,6,94.3,0,98.9
173,Sonnagar,Water,3,0,commercial,38.59,1,21.0,1,129.5
111,Palghar,Industrial,7,1,residential,41.37,2,26.9,1,268.9
193,Valsad,Industrial,10,1,agricultural,62.18,6,61.3,1,334.6
44,Gautam Buddha Nagar,Energy,1,0,commercial,56.62,6,75.8,0,104.7
199,Panna,Water,2,0,commercial,77.85,1,37.0,0,165.1
64,Surat,Industrial,0,0,agricultural,61.1,10,10.5,0,86.1
287,Sonnagar,Highways,6,1,agricultural,69.36,4,26.1,1,276.6
67,Raigad,Energy,3,0,agricultural,46.15,12,80.2,1,147.4
103,Gautam Buddha Nagar,Aviation,7,1,agricultural,12.8,4,29.5,1,267.9
142,Ahmedabad,Highways,7,1,agricultural,29.31,14,7.0,1,325.1
166,Surat,Highways,9,1,commercial,42.86,6,68.2,1,312.2
296,Sonnagar,Water,2,0,commercial,25.92,4,71.0,1,145.6
76,Navsari,Energy,2,0,commercial,15.11,5,11.1,0,116.3
93,Gautam Buddha Nagar,Energy,6,1,commercial,54.91,5,87.3,1,271.1
210,Palghar,Aviation,0,0,residential,49.46,1,7.5,0,71.3
82,Sonnagar,Aviation,6,1,residential,11.15,1,39.6,1,266.5
57,Raigad,Railways,1,0,residential,74.27,4,17.9,0,69.4
30,Gautam Buddha Nagar,Water,1,0,agricultural,39.98,13,88.7,0,114.8
86,Valsad,Industrial,1,0,agricultural,73.84,11,34.7,0,141.5
118,Dankuni,Water,2,1,agricultural,4.21,11,63.5,1,226.3
80,Valsad,Industrial,5,1,commercial,44.74,1,15.5,1,253.6
184,Raigad,Aviation,1,0,agricultural,74.08,11,4.1,1,142.1
209,Panna,Water,10,1,agricultural,2.78,13,89.0,1,361.5
149,Valsad,Energy,2,0,commercial,55.56,5,91.8,1,143.1
272,Navsari,Highways,1,0,residential,26.77,4,91.6,0,142.5
196,Ahmedabad,Energy,0,0,residential,41.43,4,51.4,0,100.9
136,Ahmedabad,Energy,8,1,commercial,52.89,1,40.8,1,324.4
65,Gautam Buddha Nagar,Highways,3,0,agricultural,44.7,1,87.8,0,115.3
22,Dankuni,Water,2,1,agricultural,16.98,2,72.7,1,148.1
140,Panna,Industrial,4,0,commercial,45.78,3,8.8,0,144.9
39,Hooghly,Industrial,0,0,residential,35.52,2,56.7,0,30.6
43,Ahmedabad,Water,0,0,agricultural,18.07,11,69.9,0,87.8
221,Navsari,Industrial,1,0,residential,61.73,3,37.3,0,115.0
288,Raigad,Energy,3,0,residential,13.13,2,68.7,1,141.5
93,Palghar,Industrial,5,1,agricultural,3.82,9,49.8,1,269.1
224,Dankuni,Water,1,0,commercial,49.06,4,27.9,1,122.6
181,Navsari,Aviation,1,0,commercial,12.15,2,35.2,1,142.5
183,Valsad,Energy,0,0,residential,40.48,4,27.5,0,60.8
164,Palghar,Aviation,0,0,agricultural,71.04,3,41.9,0,118.1
267,Sonnagar,Aviation,0,0,agricultural,21.82,7,35.1,0,157.9
72,Dankuni,Water,0,0,commercial,48.11,2,89.0,0,75.9
273,Gautam Buddha Nagar,Railways,0,0,commercial,9.27,2,79.9,1,124.1
94,Gautam Buddha Nagar,Water,6,1,residential,11.99,3,72.6,1,238.7
260,Dankuni,Industrial,1,0,agricultural,45.63,9,73.3,0,170.6
32,Palghar,Aviation,5,1,residential,16.12,3,53.5,1,240.4
138,Surat,Water,3,0,residential,32.23,4,11.7,0,147.9
140,Ahmedabad,Highways,3,0,commercial,3.75,4,47.1,0,155.2
85,Ahmedabad,Aviation,0,0,residential,26.95,2,38.7,0,38.8
69,Gautam Buddha Nagar,Industrial,0,0,agricultural,42.69,6,40.0,0,44.4
36,Raigad,Industrial,3,1,commercial,70.42,3,92.2,1,189.1
300,Dankuni,Aviation,2,1,agricultural,54.05,8,33.6,1,297.5
228,Raigad,Water,7,1,agricultural,32.11,11,49.6,1,349.9
26,Hooghly,Industrial,2,0,residential,7.03,1,58.5,0,81.0
156,Valsad,Highways,2,0,agricultural,48.52,3,33.5,0,112.1
106,Navsari,Industrial,1,0,residential,19.94,3,63.7,0,92.9
178,Ahmedabad,Energy,0,0,commercial,1.99,3,30.2,0,68.9
171,Sonnagar,Railways,8,1,residential,43.19,4,11.5,1,285.1
16,Raigad,Railways,0,0,residential,49.19,1,47.3,0,48.1
122,Navsari,Highways,1,0,commercial,10.44,1,63.8,1,111.2
247,Dankuni,Energy,2,0,commercial,49.36,3,24.4,1,168.6
262,Navsari,Aviation,7,1,residential,75.44,4,91.5,1,345.5
264,Surat,Energy,0,0,commercial,26.64,6,36.8,0,153.6
289,Raigad,Railways,0,0,agricultural,44.44,14,74.1,0,137.4
169,Valsad,Water,0,0,residential,40.38,4,39.4,0,134.3
75,Panna,Energy,0,0,residential,19.45,3,43.3,0,86.2
242,Navsari,Water,0,0,residential,58.5,4,64.3,0,130.1
78,Sonnagar,Railways,2,0,commercial,45.97,1,50.2,0,143.0
33,Valsad,Aviation,2,1,commercial,15.68,4,11.4,1,200.3
35,Dankuni,Highways,0,0,residential,3.3,4,44.8,0,40.3
236,Thane,Water,0,0,residential,42.56,3,65.2,0,133.3
136,Palghar,Aviation,2,0,commercial,73.91,4,43.4,0,122.5
137,Surat,Water,1,0,commercial,28.81,5,57.3,0,110.0
290,Raigad,Railways,3,1,residential,77.38,2,76.5,1,259.2
154,Gautam Buddha Nagar,Highways,9,1,agricultural,72.91,5,17.3,1,296.3
130,Surat,Water,2,0,commercial,58.31,4,43.1,0,124.0
26,Sonnagar,Energy,2,1,residential,53.3,4,64.6,1,222.8
93,Dankuni,Water,0,0,commercial,14.34,3,18.9,0,68.5
150,Sonnagar,Water,2,0,residential,11.75,4,41.9,0,112.3
115,Raigad,Aviation,0,0,agricultural,21.48,11,17.5,0,81.7
265,Palghar,Highways,1,0,residential,64.58,2,80.4,0,110.6
150,Ahmedabad,Energy,0,0,commercial,73.22,6,22.0,0,141.4
71,Navsari,Energy,2,0,agricultural,55.16,11,81.1,0,129.1
111,Surat,Water,0,0,commercial,27.38,1,21.2,0,49.2
125,Palghar,Aviation,4,0,residential,34.59,3,74.6,0,136.7
210,Hooghly,Highways,0,0,commercial,75.72,3,63.6,0,136.7
71,Navsari,Highways,4,1,agricultural,43.57,7,3.1,1,247.9
262,Ahmedabad,Energy,2,1,commercial,79.32,6,63.8,1,301.1
88,Surat,Water,0,0,commercial,38.91,6,46.9,0,66.8
90,Raigad,Highways,10,1,commercial,42.12,5,38.7,1,321.5
128,Panna,Water,4,1,residential,31.28,3,62.9,1,229.7
70,Ahmedabad,Water,0,0,commercial,3.44,6,86.3,0,45.2
31,Thane,Water,2,0,commercial,60.18,6,3.4,0,128.4
245,Dankuni,Highways,0,0,residential,6.0,3,54.0,0,114.8
215,Panna,Railways,0,0,residential,22.54,1,91.3,0,93.1
85,Surat,Aviation,0,0,commercial,14.16,1,15.1,0,75.7
276,Thane,Industrial,2,0,residential,41.39,2,82.4,0,146.8
272,Valsad,Industrial,0,0,agricultural,67.22,11,9.7,0,174.1
174,Valsad,Highways,0,0,commercial,46.13,6,67.7,0,138.5
39,Sonnagar,Highways,2,0,commercial,12.47,5,24.7,0,100.6
261,Panna,Aviation,0,0,residential,18.03,4,11.3,0,113.3
113,Hooghly,Aviation,8,1,agricultural,40.28,1,85.1,1,292.8
183,Sonnagar,Water,8,1,agricultural,20.64,13,23.6,1,318.4
244,Valsad,Railways,0,0,agricultural,60.61,8,73.0,0,154.7
19,Dankuni,Water,0,0,agricultural,26.31,11,80.4,0,70.3
134,Hooghly,Aviation,1,0,residential,38.06,2,6.1,0,114.7
246,Ahmedabad,Aviation,2,0,residential,40.24,3,94.5,0,174.5
288,Navsari,Industrial,1,0,commercial,56.22,4,69.5,0,162.3
25,Palghar,Energy,2,0,commercial,13.39,1,44.3,0,51.7
168,Valsad,Industrial,0,0,residential,9.83,1,6.8,0,72.6
200,Ahmedabad,Energy,2,0,commercial,33.76,4,15.9,0,129.6
122,Raigad,Water,0,0,residential,75.49,1,72.5,0,82.3
285,Navsari,Aviation,2,0,commercial,1.41,4,37.2,0,132.8
49,Dankuni,Aviation,4,1,commercial,74.55,5,46.3,1,222.3
206,Hooghly,Water,2,0,commercial,16.81,5,85.1,0,145.4
109,Hooghly,Water,2,0,residential,73.86,1,64.3,0,142.6
81,Surat,Energy,0,0,agricultural,15.4,13,5.0,0,92.4
98,Raigad,Energy,5,1,agricultural,4.62,3,22.1,1,229.9
220,Navsari,Water,3,0,agricultural,66.84,7,54.6,1,176.7
191,Dankuni,Highways,0,0,commercial,35.29,4,32.1,0,117.7
139,Raigad,Industrial,2,0,commercial,3.12,4,82.1,0,132.1
287,Panna,Energy,3,0,commercial,20.01,1,91.5,0,135.7
100,Panna,Highways,4,0,commercial,72.41,5,76.6,0,205.0
201,Ahmedabad,Energy,0,0,agricultural,44.79,7,53.2,0,107.8
107,Ahmedabad,Highways,4,1,residential,13.92,2,84.6,1,225.0
181,Palghar,Industrial,4,0,residential,73.84,2,52.2,0,175.6
269,Hooghly,Railways,3,1,residential,20.5,2,76.9,1,245.2
257,Raigad,Industrial,1,0,agricultural,25.12,2,41.7,0,156.6
18,Panna,Industrial,0,0,residential,6.75,1,18.6,0,42.0
90,Palghar,Railways,2,0,agricultural,52.66,1,9.7,0,96.0
218,Valsad,Energy,9,1,agricultural,49.75,11,82.4,1,376.0
82,Navsari,Water,0,0,commercial,59.31,1,35.1,0,92.9
102,Hooghly,Energy,0,0,commercial,57.84,1,46.8,0,73.2
118,Sonnagar,Industrial,7,1,agricultural,40.86,8,15.2,1,320.7
20,Ahmedabad,Industrial,2,0,residential,69.22,3,43.4,0,95.9
152,Ahmedabad,Water,1,0,agricultural,40.26,2,59.7,0,108.1
236,Thane,Aviation,4,0,agricultural,78.05,11,14.3,1,207.5
76,Gautam Buddha Nagar,Railways,0,0,agricultural,58.04,6,13.7,0,103.3
152,Gautam Buddha Nagar,Water,3,0,agricultural,60.44,10,33.7,1,205.7
205,Valsad,Industrial,2,0,residential,6.65,2,76.6,0,115.0
253,Gautam Buddha Nagar,Railways,3,0,agricultural,24.56,14,12.3,1,182.1
254,Raigad,Energy,1,0,residential,13.1,2,34.2,1,140.5
106,Surat,Aviation,1,0,agricultural,78.15,13,87.1,0,135.2
251,Dankuni,Water,3,0,residential,21.0,2,61.1,1,188.5
280,Navsari,Industrial,1,0,commercial,69.43,3,46.3,0,168.9
280,Sonnagar,Energy,1,0,agricultural,66.88,10,87.2,1,186.2
24,Navsari,Industrial,0,0,residential,37.94,4,91.4,0,44.7
48,Gautam Buddha Nagar,Energy,0,0,agricultural,18.63,7,13.9,0,61.3
79,Sonnagar,Aviation,1,0,agricultural,73.87,4,40.4,0,104.8
45,Palghar,Aviation,1,0,commercial,12.29,2,12.1,0,39.0
174,Raigad,Railways,0,0,commercial,76.82,3,41.2,0,114.2
282,Thane,Aviation,5,1,agricultural,17.79,6,58.8,1,297.3
290,Navsari,Railways,2,0,agricultural,77.04,11,72.9,0,183.6
57,Sonnagar,Water,0,0,commercial,47.81,2,17.5,0,59.7
135,Navsari,Water,0,0,residential,57.72,2,58.3,0,94.3
168,Dankuni,Highways,0,0,commercial,69.24,6,31.0,0,137.6
181,Surat,Aviation,1,0,residential,4.67,3,18.4,0,120.8
46,Hooghly,Industrial,0,0,agricultural,29.41,14,26.9,0,91.4
219,Navsari,Railways,0,0,residential,68.37,2,75.6,0,108.8
128,Hooghly,Industrial,0,0,residential,66.27,1,85.0,0,134.0
142,Surat,Energy,2,0,commercial,17.05,2,93.7,0,113.2
258,Raigad,Railways,0,0,commercial,45.82,3,19.8,0,113.8
37,Surat,Railways,0,0,commercial,4.33,2,78.4,0,77.5
202,Hooghly,Aviation,0,0,agricultural,68.81,1,76.8,0,107.7
92,Sonnagar,Highways,6,1,commercial,75.73,4,30.4,1,291.2
82,Valsad,Energy,1,0,agricultural,65.11,8,73.7,0,123.1
25,Surat,Aviation,2,0,commercial,58.47,3,58.8,0,130.6
255,Palghar,Industrial,9,1,residential,68.74,3,35.3,1,337.8
103,Ahmedabad,Water,1,0,agricultural,10.95,5,40.1,0,96.1
83,Palghar,Aviation,0,0,commercial,53.73,5,63.1,0,71.8
19,Surat,Energy,0,0,agricultural,35.15,2,31.1,0,61.7
212,Gautam Buddha Nagar,Industrial,0,0,residential,52.34,4,44.8,0,123.4
27,Surat,Aviation,1,0,commercial,59.74,5,5.5,1,104.1
40,Ahmedabad,Aviation,1,0,agricultural,39.1,9,50.8,0,94.3
